vendorID,datetime,locationID,car_type
2,2017-01-01 00:22:41,25,green
2,2017-01-01 00:22:41,74,green
2,2017-01-01 00:22:42,129,green
1,2017-01-01 00:22:42,82,green
2,2017-01-01 00:22:42,74,green
2,2017-01-01 00:22:43,226,green
2,2017-01-01 00:22:44,260,green
1,2017-01-01 00:22:44,226,green
2,2017-01-01 00:22:44,196,green
1,2017-01-01 00:22:46,83,green
2,2017-01-01 00:22:47,116,green
2,2017-01-01 00:22:49,7,green
2,2017-01-01 00:22:49,256,green
1,2017-01-01 00:22:50,42,green
1,2017-01-01 00:22:50,256,green
2,2017-01-01 00:22:50,41,green
2,2017-01-01 00:22:50,75,green
2,2017-01-01 00:22:51,33,green
1,2017-01-01 00:22:52,181,green
2,2017-01-01 00:22:53,7,green
1,2017-01-01 00:22:53,37,green
2,2017-01-01 00:22:53,24,green
2,2017-01-01 00:22:54,74,green
2,2017-01-01 00:22:54,7,green
2,2017-01-01 00:22:54,61,green
2,2017-01-01 00:22:54,112,green
1,2017-01-01 00:22:54,255,green
2,2017-01-01 00:22:55,166,green
2,2017-01-01 00:22:55,72,green
2,2017-01-01 00:22:55,238,green
2,2017-01-01 00:22:55,255,green
2,2017-01-01 00:22:56,36,green
2,2017-01-01 00:22:56,226,green
2,2017-01-01 00:22:57,166,green
2,2017-01-01 00:22:57,82,green
2,2017-01-01 00:22:57,49,green
2,2017-01-01 00:22:57,75,green
2,2017-01-01 00:22:57,41,green
1,2017-01-01 00:22:57,119,green
2,2017-01-01 00:22:57,41,green
1,2017-01-01 00:22:58,112,green
2,2017-01-01 00:22:58,75,green
2,2017-01-01 00:22:58,146,green
2,2017-01-01 00:22:59,52,green
1,2017-01-01 00:22:59,41,green
2,2017-01-01 00:22:59,41,green
2,2017-01-01 00:23:00,33,green
1,2017-01-01 00:23:00,244,green
2,2017-01-01 00:23:00,97,green
2,2017-01-01 00:23:00,256,green
2,2017-01-01 00:23:01,226,green
2,2017-01-01 00:23:04,74,green
2,2017-01-01 00:23:05,25,green
2,2017-01-01 00:23:05,181,green
1,2017-01-01 00:23:08,195,green
2,2017-01-01 00:23:10,78,green
1,2017-01-01 00:23:11,56,green
2,2017-01-01 00:23:12,243,green
2,2017-01-01 00:23:12,181,green
2,2017-01-01 00:23:12,95,green
2,2017-01-01 00:23:12,97,green
1,2017-01-01 00:23:13,7,green
2,2017-01-01 00:23:13,49,green
2,2017-01-01 00:23:13,255,green
1,2017-01-01 00:23:14,83,green
2,2017-01-01 00:23:14,74,green
2,2017-01-01 00:23:14,7,green
2,2017-01-01 00:23:15,169,green
2,2017-01-01 00:23:15,256,green
2,2017-01-01 00:23:15,25,green
2,2017-01-01 00:23:16,7,green
2,2017-01-01 00:23:18,255,green
2,2017-01-01 00:23:18,33,green
2,2017-01-01 00:23:19,75,green
2,2017-01-01 00:23:20,112,green
2,2017-01-01 00:23:20,168,green
2,2017-01-01 00:23:20,42,green
2,2017-01-01 00:23:21,42,green
2,2017-01-01 00:23:21,25,green
2,2017-01-01 00:23:22,255,green
2,2017-01-01 00:23:22,75,green
2,2017-01-01 00:23:23,61,green
1,2017-01-01 00:23:24,97,green
2,2017-01-01 00:23:24,147,green
2,2017-01-01 00:23:24,255,green
2,2017-01-01 00:23:24,146,green
2,2017-01-01 00:23:25,144,green
2,2017-01-01 00:23:25,228,green
2,2017-01-01 00:23:25,80,green
2,2017-01-01 00:23:25,112,green
2,2017-01-01 00:23:26,41,green
2,2017-01-01 00:23:26,17,green
1,2017-01-01 00:23:27,95,green
2,2017-01-01 00:23:27,41,green
2,2017-01-01 00:23:27,61,green
2,2017-01-01 00:23:27,166,green
2,2017-01-01 00:23:28,181,green
2,2017-01-01 00:23:28,116,green
2,2017-01-01 00:23:28,152,green
2,2017-01-01 00:23:29,231,green
2,2017-01-01 00:23:30,112,green
2,2017-01-01 00:23:30,112,green
2,2017-01-01 00:23:30,255,green
2,2017-01-01 00:23:31,17,green
1,2017-01-01 00:23:31,37,green
2,2017-01-01 00:23:31,66,green
2,2017-01-01 00:23:31,167,green
1,2017-01-01 00:23:31,17,green
2,2017-01-01 00:23:31,129,green
2,2017-01-01 00:23:32,256,green
2,2017-01-01 00:23:32,112,green
1,2017-01-01 00:23:32,119,green
2,2017-01-01 00:23:32,223,green
1,2017-01-01 00:23:35,97,green
2,2017-01-01 00:23:35,256,green
2,2017-01-01 00:23:35,17,green
1,2017-01-01 00:23:35,188,green
2,2017-01-01 00:23:36,255,green
2,2017-01-01 00:23:36,255,green
2,2017-01-01 00:23:36,7,green
1,2017-01-01 00:23:37,255,green
2,2017-01-01 00:23:37,17,green
2,2017-01-01 00:23:37,218,green
2,2017-01-01 00:23:38,97,green
2,2017-01-01 00:23:39,181,green
2,2017-01-01 00:23:39,256,green
2,2017-01-01 00:23:39,260,green
1,2017-01-01 00:23:39,97,green
2,2017-01-01 00:23:39,74,green
2,2017-01-01 00:23:40,250,green
1,2017-01-01 00:23:41,166,green
2,2017-01-01 00:23:41,119,green
2,2017-01-01 00:23:42,42,green
2,2017-01-01 00:23:44,181,green
2,2017-01-01 00:23:44,42,green
2,2017-01-01 00:23:45,157,green
1,2017-01-01 00:23:45,181,green
2,2017-01-01 00:23:45,189,green
2,2017-01-01 00:23:46,80,green
2,2017-01-01 00:23:46,260,green
2,2017-01-01 00:23:46,170,green
2,2017-01-01 00:23:46,42,green
2,2017-01-01 00:23:47,151,green
1,2017-01-01 00:23:47,236,green
2,2017-01-01 00:23:48,225,green
2,2017-01-01 00:23:48,112,green
2,2017-01-01 00:23:48,49,green
2,2017-01-01 00:23:49,36,green
2,2017-01-01 00:23:49,95,green
2,2017-01-01 00:23:49,65,green
2,2017-01-01 00:23:50,61,green
2,2017-01-01 00:23:50,42,green
2,2017-01-01 00:23:50,82,green
2,2017-01-01 00:23:51,264,green
2,2017-01-01 00:23:51,255,green
2,2017-01-01 00:23:52,166,green
2,2017-01-01 00:23:53,196,green
2,2017-01-01 00:23:53,7,green
2,2017-01-01 00:23:53,74,green
2,2017-01-01 00:23:54,97,green
1,2017-01-01 00:23:54,189,green
2,2017-01-01 00:23:55,129,green
2,2017-01-01 00:23:55,42,green
2,2017-01-01 00:23:55,78,green
2,2017-01-01 00:23:56,33,green
2,2017-01-01 00:23:56,179,green
2,2017-01-01 00:23:57,62,green
1,2017-01-01 00:23:57,37,green
2,2017-01-01 00:23:57,256,green
2,2017-01-01 00:23:57,82,green
2,2017-01-01 00:23:58,112,green
2,2017-01-01 00:23:59,151,green
2,2017-01-01 00:23:59,41,green
2,2017-01-01 00:24:00,80,green
2,2017-01-01 00:24:00,42,green
2,2017-01-01 00:24:00,61,green
2,2017-01-01 00:24:01,260,green
2,2017-01-01 00:24:01,196,green
2,2017-01-01 00:24:01,82,green
2,2017-01-01 00:24:01,140,green
2,2017-01-01 00:24:01,83,green
1,2017-01-01 00:24:02,49,green
2,2017-01-01 00:24:03,33,green
2,2017-01-01 00:24:03,49,green
2,2017-01-01 00:24:03,65,green
2,2017-01-01 00:24:03,255,green
2,2017-01-01 00:24:03,83,green
2,2017-01-01 00:24:03,74,green
2,2017-01-01 00:24:04,82,green
2,2017-01-01 00:24:04,226,green
2,2017-01-01 00:24:05,143,green
2,2017-01-01 00:24:07,148,green
2,2017-01-01 00:24:07,181,green
2,2017-01-01 00:24:08,7,green
2,2017-01-01 00:24:08,61,green
2,2017-01-01 00:24:08,80,green
1,2017-01-01 00:24:08,255,green
2,2017-01-01 00:24:10,181,green
1,2017-01-01 00:24:12,82,green
2,2017-01-01 00:24:12,7,green
2,2017-01-01 00:24:12,198,green
2,2017-01-01 00:24:13,129,green
1,2017-01-01 00:24:13,36,green
2,2017-01-01 00:24:13,70,green
2,2017-01-01 00:24:14,256,green
2,2017-01-01 00:24:14,223,green
2,2017-01-01 00:24:14,181,green
2,2017-01-01 00:24:14,70,green
2,2017-01-01 00:24:16,33,green
2,2017-01-01 00:24:16,106,green
2,2017-01-01 00:24:17,136,green
1,2017-01-01 00:24:17,225,green
1,2017-01-01 00:24:17,39,green
2,2017-01-01 00:24:18,263,green
2,2017-01-01 00:24:18,75,green
1,2017-01-01 00:24:18,41,green
2,2017-01-01 00:24:19,66,green
2,2017-01-01 00:24:19,181,green
2,2017-01-01 00:24:19,61,green
2,2017-01-01 00:24:19,255,green
2,2017-01-01 00:24:19,92,green
1,2017-01-01 00:24:20,225,green
2,2017-01-01 00:24:20,7,green
2,2017-01-01 00:24:20,41,green
2,2017-01-01 00:24:21,225,green
2,2017-01-01 00:24:21,226,green
2,2017-01-01 00:24:21,82,green
2,2017-01-01 00:24:21,255,green
2,2017-01-01 00:24:22,260,green
1,2017-01-01 00:24:22,25,green
2,2017-01-01 00:24:22,179,green
2,2017-01-01 00:24:22,61,green
1,2017-01-01 00:24:23,61,green
2,2017-01-01 00:24:23,76,green
1,2017-01-01 00:24:23,61,green
2,2017-01-01 00:24:25,61,green
2,2017-01-01 00:24:25,129,green
2,2017-01-01 00:24:25,112,green
2,2017-01-01 00:24:26,146,green
2,2017-01-01 00:24:26,41,green
1,2017-01-01 00:24:26,41,green
2,2017-01-01 00:24:27,82,green
1,2017-01-01 00:24:28,255,green
2,2017-01-01 00:24:29,130,green
1,2017-01-01 00:24:30,77,green
2,2017-01-01 00:24:30,193,green
2,2017-01-01 00:24:31,69,green
2,2017-01-01 00:24:32,166,green
2,2017-01-01 00:24:32,179,green
2,2017-01-01 00:24:32,241,green
2,2017-01-01 00:24:33,189,green
2,2017-01-01 00:24:34,7,green
2,2017-01-01 00:24:34,25,green
2,2017-01-01 00:24:35,74,green
2,2017-01-01 00:24:35,256,green
2,2017-01-01 00:24:35,255,green
2,2017-01-01 00:24:35,32,green
2,2017-01-01 00:24:36,264,green
2,2017-01-01 00:24:36,17,green
2,2017-01-01 00:24:36,260,green
1,2017-01-01 00:24:36,146,green
2,2017-01-01 00:24:37,226,green
1,2017-01-01 00:24:38,112,green
2,2017-01-01 00:24:39,193,green
2,2017-01-01 00:24:39,97,green
2,2017-01-01 00:24:40,75,green
2,2017-01-01 00:24:40,112,green
2,2017-01-01 00:24:42,25,green
2,2017-01-01 00:24:42,37,green
2,2017-01-01 00:24:43,169,green
1,2017-01-01 00:24:43,247,green
2,2017-01-01 00:24:43,170,green
1,2017-01-01 00:24:44,152,green
2,2017-01-01 00:24:45,173,green
2,2017-01-01 00:24:45,208,green
2,2017-01-01 00:24:45,7,green
2,2017-01-01 00:24:46,41,green
2,2017-01-01 00:24:47,80,green
2,2017-01-01 00:24:47,41,green
2,2017-01-01 00:24:48,80,green
2,2017-01-01 00:24:49,223,green
1,2017-01-01 00:24:49,255,green
2,2017-01-01 00:24:49,82,green
2,2017-01-01 00:24:49,75,green
2,2017-01-01 00:24:50,145,green
1,2017-01-01 00:24:51,225,green
2,2017-01-01 00:24:51,166,green
2,2017-01-01 00:24:52,116,green
2,2017-01-01 00:24:52,255,green
2,2017-01-01 00:24:52,41,green
2,2017-01-01 00:24:53,256,green
2,2017-01-01 00:24:53,256,green
1,2017-01-01 00:24:53,225,green
2,2017-01-01 00:24:55,7,green
1,2017-01-01 00:24:56,257,green
2,2017-01-01 00:24:56,74,green
1,2017-01-01 00:24:56,61,green
1,2017-01-01 00:24:56,24,green
1,2017-01-01 00:24:58,67,green
2,2017-01-01 00:24:58,65,green
2,2017-01-01 00:24:59,129,green
1,2017-01-01 00:24:59,181,green
1,2017-01-01 00:24:59,42,green
1,2017-01-01 00:24:59,133,green
2,2017-01-01 00:25:00,37,green
2,2017-01-01 00:25:00,220,green
1,2017-01-01 00:25:01,129,green
2,2017-01-01 00:25:02,244,green
1,2017-01-01 00:25:04,152,green
2,2017-01-01 00:25:04,106,green
2,2017-01-01 00:25:05,74,green
2,2017-01-01 00:25:05,223,green
2,2017-01-01 00:25:05,97,green
2,2017-01-01 00:25:05,181,green
1,2017-01-01 00:25:06,41,green
2,2017-01-01 00:25:06,181,green
2,2017-01-01 00:25:07,127,green
2,2017-01-01 00:25:10,152,green
2,2017-01-01 00:25:10,7,green
2,2017-01-01 00:25:10,112,green
2,2017-01-01 00:25:10,80,green
1,2017-01-01 00:25:11,40,green
1,2017-01-01 00:25:12,209,green
1,2017-01-01 00:25:13,181,green
2,2017-01-01 00:25:13,66,green
2,2017-01-01 00:25:13,181,green
2,2017-01-01 00:25:13,130,green
2,2017-01-01 00:25:13,80,green
2,2017-01-01 00:25:14,244,green
2,2017-01-01 00:25:14,181,green
2,2017-01-01 00:25:14,173,green
2,2017-01-01 00:25:14,41,green
2,2017-01-01 00:25:14,89,green
2,2017-01-01 00:25:14,37,green
2,2017-01-01 00:25:14,256,green
2,2017-01-01 00:25:17,41,green
2,2017-01-01 00:25:17,68,green
1,2017-01-01 00:25:17,43,green
2,2017-01-01 00:25:18,181,green
2,2017-01-01 00:25:18,181,green
2,2017-01-01 00:25:19,82,green
2,2017-01-01 00:25:19,33,green
1,2017-01-01 00:25:21,42,green
1,2017-01-01 00:25:22,181,green
2,2017-01-01 00:25:22,17,green
1,2017-01-01 00:25:22,129,green
1,2017-01-01 00:25:22,17,green
2,2017-01-01 00:25:23,61,green
2,2017-01-01 00:25:23,66,green
2,2017-01-01 00:25:23,80,green
2,2017-01-01 00:25:23,189,green
1,2017-01-01 00:25:24,189,green
2,2017-01-01 00:25:24,62,green
2,2017-01-01 00:25:24,129,green
2,2017-01-01 00:25:25,61,green
2,2017-01-01 00:25:25,49,green
2,2017-01-01 00:25:26,157,green
2,2017-01-01 00:25:26,97,green
2,2017-01-01 00:25:26,40,green
2,2017-01-01 00:25:27,75,green
1,2017-01-01 00:25:27,181,green
1,2017-01-01 00:25:27,129,green
2,2017-01-01 00:25:28,189,green
2,2017-01-01 00:25:28,71,green
2,2017-01-01 00:25:29,173,green
2,2017-01-01 00:25:29,10,green
2,2017-01-01 00:25:30,47,green
2,2017-01-01 00:25:30,243,green
2,2017-01-01 00:25:30,80,green
2,2017-01-01 00:25:31,238,green
2,2017-01-01 00:25:31,95,green
2,2017-01-01 00:25:31,41,green
1,2017-01-01 00:25:32,25,green
2,2017-01-01 00:25:32,80,green
2,2017-01-01 00:25:32,25,green
2,2017-01-01 00:25:32,61,green
2,2017-01-01 00:25:33,82,green
2,2017-01-01 00:25:34,112,green
2,2017-01-01 00:25:35,42,green
2,2017-01-01 00:25:35,255,green
2,2017-01-01 00:25:35,188,green
2,2017-01-01 00:25:36,223,green
2,2017-01-01 00:25:38,66,green
2,2017-01-01 00:25:39,74,green
2,2017-01-01 00:25:39,255,green
2,2017-01-01 00:25:39,244,green
2,2017-01-01 00:25:40,17,green
2,2017-01-01 00:25:40,112,green
2,2017-01-01 00:25:40,41,green
2,2017-01-01 00:25:40,255,green
2,2017-01-01 00:25:40,255,green
2,2017-01-01 00:25:40,226,green
2,2017-01-01 00:25:41,17,green
2,2017-01-01 00:25:41,7,green
2,2017-01-01 00:25:41,262,green
2,2017-01-01 00:25:41,193,green
2,2017-01-01 00:25:42,129,green
2,2017-01-01 00:25:42,82,green
2,2017-01-01 00:25:42,181,green
2,2017-01-01 00:25:43,256,green
2,2017-01-01 00:25:44,160,green
2,2017-01-01 00:25:44,25,green
1,2017-01-01 00:25:45,255,green
2,2017-01-01 00:25:46,189,green
2,2017-01-01 00:25:46,258,green
1,2017-01-01 00:25:46,217,green
2,2017-01-01 00:25:46,33,green
2,2017-01-01 00:25:47,181,green
2,2017-01-01 00:25:47,25,green
1,2017-01-01 00:25:47,92,green
2,2017-01-01 00:25:49,213,green
2,2017-01-01 00:25:49,129,green
2,2017-01-01 00:25:50,89,green
2,2017-01-01 00:25:50,169,green
2,2017-01-01 00:25:50,80,green
2,2017-01-01 00:25:50,152,green
2,2017-01-01 00:25:51,49,green
2,2017-01-01 00:25:51,80,green
1,2017-01-01 00:25:51,33,green
1,2017-01-01 00:25:51,41,green
2,2017-01-01 00:25:52,42,green
2,2017-01-01 00:25:52,225,green
2,2017-01-01 00:25:52,181,green
2,2017-01-01 00:25:53,189,green
2,2017-01-01 00:25:53,189,green
2,2017-01-01 00:25:54,181,green
2,2017-01-01 00:25:55,112,green
2,2017-01-01 00:25:55,25,green
2,2017-01-01 00:25:56,7,green
1,2017-01-01 00:25:56,97,green
2,2017-01-01 00:25:56,74,green
2,2017-01-01 00:25:56,41,green
2,2017-01-01 00:25:56,226,green
2,2017-01-01 00:25:56,189,green
2,2017-01-01 00:25:57,159,green
2,2017-01-01 00:25:57,106,green
2,2017-01-01 00:25:57,256,green
2,2017-01-01 00:25:57,181,green
2,2017-01-01 00:25:57,168,green
2,2017-01-01 00:25:57,97,green
2,2017-01-01 00:25:58,7,green
1,2017-01-01 00:25:58,25,green
2,2017-01-01 00:25:58,42,green
1,2017-01-01 00:25:59,41,green
2,2017-01-01 00:25:59,74,green
1,2017-01-01 00:25:59,49,green
2,2017-01-01 00:25:59,146,green
2,2017-01-01 00:26:00,112,green
1,2017-01-01 00:26:01,61,green
1,2017-01-01 00:26:02,112,green
2,2017-01-01 00:26:02,188,green
2,2017-01-01 00:26:03,256,green
1,2017-01-01 00:26:03,42,green
2,2017-01-01 00:26:03,33,green
1,2017-01-01 00:26:03,181,green
2,2017-01-01 00:26:04,256,green
2,2017-01-01 00:26:04,159,green
1,2017-01-01 00:26:05,49,green
2,2017-01-01 00:26:05,7,green
2,2017-01-01 00:26:07,97,green
2,2017-01-01 00:26:07,148,green
2,2017-01-01 00:26:07,181,green
1,2017-01-01 00:26:08,41,green
1,2017-01-01 00:26:08,40,green
2,2017-01-01 00:26:09,168,green
2,2017-01-01 00:26:09,256,green
2,2017-01-01 00:26:09,56,green
2,2017-01-01 00:26:11,7,green
1,2017-01-01 00:26:11,28,green
2,2017-01-01 00:26:12,244,green
2,2017-01-01 00:26:13,25,green
2,2017-01-01 00:26:14,42,green
2,2017-01-01 00:26:14,49,green
2,2017-01-01 00:26:16,255,green
2,2017-01-01 00:26:17,248,green
2,2017-01-01 00:26:17,7,green
2,2017-01-01 00:26:18,25,green
2,2017-01-01 00:26:18,157,green
1,2017-01-01 00:26:19,37,green
1,2017-01-01 00:26:19,220,green
1,2017-01-01 00:26:19,82,green
1,2017-01-01 00:26:19,74,green
2,2017-01-01 00:26:19,146,green
2,2017-01-01 00:26:20,129,green
2,2017-01-01 00:26:21,152,green
2,2017-01-01 00:26:21,80,green
2,2017-01-01 00:26:23,256,green
2,2017-01-01 00:26:23,61,green
2,2017-01-01 00:26:24,256,green
2,2017-01-01 00:26:24,166,green
1,2017-01-01 00:26:24,74,green
2,2017-01-01 00:26:25,75,green
2,2017-01-01 00:26:25,62,green
2,2017-01-01 00:26:26,181,green
2,2017-01-01 00:26:27,225,green
2,2017-01-01 00:26:28,69,green
2,2017-01-01 00:26:28,167,green
2,2017-01-01 00:26:29,95,green
1,2017-01-01 00:26:29,97,green
2,2017-01-01 00:26:29,80,green
2,2017-01-01 00:26:30,243,green
2,2017-01-01 00:26:30,129,green
2,2017-01-01 00:26:30,256,green
1,2017-01-01 00:26:31,145,green
2,2017-01-01 00:26:32,196,green
2,2017-01-01 00:26:33,166,green
2,2017-01-01 00:26:34,25,green
2,2017-01-01 00:26:34,25,green
2,2017-01-01 00:26:35,255,green
2,2017-01-01 00:26:35,82,green
2,2017-01-01 00:26:35,223,green
2,2017-01-01 00:26:36,181,green
2,2017-01-01 00:26:37,260,green
2,2017-01-01 00:26:37,21,green
2,2017-01-01 00:26:37,37,green
1,2017-01-01 00:26:37,260,green
1,2017-01-01 00:26:38,17,green
2,2017-01-01 00:26:38,216,green
2,2017-01-01 00:26:39,223,green
2,2017-01-01 00:26:39,116,green
2,2017-01-01 00:26:39,76,green
2,2017-01-01 00:26:40,42,green
2,2017-01-01 00:26:40,21,green
2,2017-01-01 00:26:41,61,green
2,2017-01-01 00:26:41,52,green
2,2017-01-01 00:26:41,244,green
2,2017-01-01 00:26:41,181,green
1,2017-01-01 00:26:41,255,green
2,2017-01-01 00:26:42,41,green
2,2017-01-01 00:26:42,226,green
2,2017-01-01 00:26:42,66,green
1,2017-01-01 00:26:44,196,green
2,2017-01-01 00:26:45,223,green
2,2017-01-01 00:26:46,152,green
1,2017-01-01 00:26:46,97,green
1,2017-01-01 00:26:46,255,green
2,2017-01-01 00:26:47,244,green
2,2017-01-01 00:26:48,160,green
1,2017-01-01 00:26:48,233,green
2,2017-01-01 00:26:49,36,green
1,2017-01-01 00:26:49,62,green
2,2017-01-01 00:26:50,145,green
2,2017-01-01 00:26:50,42,green
1,2017-01-01 00:26:50,112,green
2,2017-01-01 00:26:51,82,green
2,2017-01-01 00:26:51,189,green
2,2017-01-01 00:26:51,7,green
2,2017-01-01 00:26:52,223,green
2,2017-01-01 00:26:52,95,green
2,2017-01-01 00:26:53,243,green
2,2017-01-01 00:26:53,112,green
2,2017-01-01 00:26:54,127,green
2,2017-01-01 00:26:55,112,green
2,2017-01-01 00:26:55,74,green
1,2017-01-01 00:26:55,144,green
2,2017-01-01 00:26:55,40,green
2,2017-01-01 00:26:55,112,green
2,2017-01-01 00:26:56,82,green
2,2017-01-01 00:26:56,33,green
2,2017-01-01 00:26:57,188,green
2,2017-01-01 00:26:57,65,green
2,2017-01-01 00:26:57,168,green
2,2017-01-01 00:26:58,223,green
2,2017-01-01 00:26:58,42,green
2,2017-01-01 00:26:58,41,green
2,2017-01-01 00:26:58,134,green
2,2017-01-01 00:26:59,33,green
2,2017-01-01 00:26:59,260,green
1,2017-01-01 00:26:59,151,green
2,2017-01-01 00:27:00,76,green
2,2017-01-01 00:27:01,255,green
2,2017-01-01 00:27:02,69,green
2,2017-01-01 00:27:05,145,green
2,2017-01-01 00:27:05,34,green
2,2017-01-01 00:27:06,69,green
2,2017-01-01 00:27:07,52,green
1,2017-01-01 00:27:07,83,green
2,2017-01-01 00:27:08,61,green
1,2017-01-01 00:27:08,181,green
2,2017-01-01 00:27:08,155,green
2,2017-01-01 00:27:08,97,green
1,2017-01-01 00:27:08,17,green
2,2017-01-01 00:27:08,231,green
2,2017-01-01 00:27:09,168,green
2,2017-01-01 00:27:09,28,green
2,2017-01-01 00:27:10,95,green
2,2017-01-01 00:27:11,41,green
2,2017-01-01 00:27:11,223,green
2,2017-01-01 00:27:11,41,green
2,2017-01-01 00:27:12,80,green
1,2017-01-01 00:27:13,147,green
1,2017-01-01 00:27:13,42,green
2,2017-01-01 00:27:13,165,green
1,2017-01-01 00:27:14,74,green
2,2017-01-01 00:27:14,193,green
2,2017-01-01 00:27:15,226,green
2,2017-01-01 00:27:15,33,green
1,2017-01-01 00:27:15,66,green
2,2017-01-01 00:27:15,74,green
2,2017-01-01 00:27:16,226,green
2,2017-01-01 00:27:16,189,green
2,2017-01-01 00:27:16,256,green
2,2017-01-01 00:27:17,82,green
1,2017-01-01 00:27:19,223,green
2,2017-01-01 00:27:19,166,green
2,2017-01-01 00:27:19,49,green
2,2017-01-01 00:27:20,145,green
2,2017-01-01 00:27:20,181,green
2,2017-01-01 00:27:20,157,green
1,2017-01-01 00:27:20,181,green
2,2017-01-01 00:27:20,223,green
2,2017-01-01 00:27:20,129,green
2,2017-01-01 00:27:21,7,green
2,2017-01-01 00:27:21,226,green
2,2017-01-01 00:27:22,255,green
2,2017-01-01 00:27:22,48,green
2,2017-01-01 00:27:22,168,green
2,2017-01-01 00:27:25,21,green
1,2017-01-01 00:27:25,159,green
2,2017-01-01 00:27:26,106,green
2,2017-01-01 00:27:28,223,green
2,2017-01-01 00:27:28,54,green
2,2017-01-01 00:27:29,173,green
1,2017-01-01 00:27:29,211,green
2,2017-01-01 00:27:29,255,green
2,2017-01-01 00:27:30,189,green
2,2017-01-01 00:27:30,7,green
2,2017-01-01 00:27:30,177,green
1,2017-01-01 00:27:32,210,green
2,2017-01-01 00:27:32,260,green
2,2017-01-01 00:27:34,37,green
2,2017-01-01 00:27:35,41,green
2,2017-01-01 00:27:35,166,green
2,2017-01-01 00:27:35,17,green
2,2017-01-01 00:27:36,134,green
2,2017-01-01 00:27:36,61,green
2,2017-01-01 00:27:36,41,green
2,2017-01-01 00:27:36,190,green
2,2017-01-01 00:27:37,223,green
2,2017-01-01 00:27:38,181,green
2,2017-01-01 00:27:38,151,green
2,2017-01-01 00:27:38,97,green
2,2017-01-01 00:27:38,244,green
2,2017-01-01 00:27:39,256,green
2,2017-01-01 00:27:40,49,green
2,2017-01-01 00:27:40,37,green
2,2017-01-01 00:27:40,7,green
2,2017-01-01 00:27:40,25,green
2,2017-01-01 00:27:40,151,green
2,2017-01-01 00:27:41,75,green
2,2017-01-01 00:27:42,74,green
2,2017-01-01 00:27:42,173,green
2,2017-01-01 00:27:43,260,green
1,2017-01-01 00:27:43,166,green
1,2017-01-01 00:27:44,255,green
2,2017-01-01 00:27:44,226,green
2,2017-01-01 00:27:45,129,green
1,2017-01-01 00:27:45,42,green
2,2017-01-01 00:27:45,182,green
2,2017-01-01 00:27:45,129,green
2,2017-01-01 00:27:45,226,green
2,2017-01-01 00:27:45,17,green
1,2017-01-01 00:27:46,82,green
2,2017-01-01 00:27:46,228,green
2,2017-01-01 00:27:46,75,green
2,2017-01-01 00:27:46,145,green
2,2017-01-01 00:27:47,179,green
2,2017-01-01 00:27:47,70,green
1,2017-01-01 00:27:48,225,green
2,2017-01-01 00:27:48,49,green
2,2017-01-01 00:27:48,61,green
1,2017-01-01 00:27:50,40,green
2,2017-01-01 00:27:50,41,green
2,2017-01-01 00:27:51,36,green
2,2017-01-01 00:27:52,129,green
2,2017-01-01 00:27:52,198,green
2,2017-01-01 00:27:52,7,green
1,2017-01-01 00:27:53,26,green
2,2017-01-01 00:27:53,74,green
2,2017-01-01 00:27:54,42,green
2,2017-01-01 00:27:54,49,green
1,2017-01-01 00:27:54,223,green
2,2017-01-01 00:27:56,74,green
2,2017-01-01 00:27:57,256,green
2,2017-01-01 00:27:57,70,green
2,2017-01-01 00:27:57,74,green
2,2017-01-01 00:27:58,181,green
2,2017-01-01 00:27:58,167,green
2,2017-01-01 00:27:58,41,green
2,2017-01-01 00:27:59,74,green
2,2017-01-01 00:27:59,116,green
1,2017-01-01 00:27:59,82,green
2,2017-01-01 00:28:00,220,green
2,2017-01-01 00:28:01,7,green
2,2017-01-01 00:28:01,41,green
1,2017-01-01 00:28:01,36,green
2,2017-01-01 00:28:01,144,green
2,2017-01-01 00:28:01,80,green
2,2017-01-01 00:28:01,34,green
2,2017-01-01 00:28:02,255,green
1,2017-01-01 00:28:03,41,green
2,2017-01-01 00:28:04,159,green
2,2017-01-01 00:28:05,238,green
2,2017-01-01 00:28:06,37,green
2,2017-01-01 00:28:06,169,green
2,2017-01-01 00:28:07,80,green
2,2017-01-01 00:28:08,226,green
2,2017-01-01 00:28:08,37,green
2,2017-01-01 00:28:12,56,green
2,2017-01-01 00:28:12,17,green
2,2017-01-01 00:28:13,189,green
2,2017-01-01 00:28:13,188,green
2,2017-01-01 00:28:14,41,green
1,2017-01-01 00:28:14,116,green
1,2017-01-01 00:28:14,234,green
2,2017-01-01 00:28:15,256,green
2,2017-01-01 00:28:15,17,green
2,2017-01-01 00:28:16,41,green
2,2017-01-01 00:28:16,82,green
2,2017-01-01 00:28:17,37,green
2,2017-01-01 00:28:18,255,green
2,2017-01-01 00:28:18,74,green
2,2017-01-01 00:28:18,7,green
2,2017-01-01 00:28:19,82,green
2,2017-01-01 00:28:19,106,green
2,2017-01-01 00:28:19,17,green
1,2017-01-01 00:28:19,61,green
2,2017-01-01 00:28:19,225,green
1,2017-01-01 00:28:20,80,green
2,2017-01-01 00:28:20,181,green
2,2017-01-01 00:28:20,223,green
2,2017-01-01 00:28:20,225,green
2,2017-01-01 00:28:20,223,green
2,2017-01-01 00:28:20,256,green
2,2017-01-01 00:28:21,41,green
