LocationID,Borough,Zone,service_zone,lat,lon,"lat,lon",lat_6,lon_6,geohash_6
18,Bronx,Bedford Park,Boro Zone,40.8700999,-73.8856912,"(40.8700999, -73.8856912)",40.87,-73.9,dr72w8
19,Queens,Bellerose,Boro Zone,40.7327778,-73.7177778,"(40.7327778, -73.7177778)",40.73,-73.7,dr5xdx
20,Bronx,Belmont,Boro Zone,40.855277799999996,-73.88638890000001,"(40.8552778, -73.8863889)",40.86,-73.9,dr72qt
21,Brooklyn,Bensonhurst East,Boro Zone,40.6026115,-73.9930818,"(40.6026115, -73.9930818)",40.6,-74.0,dr5qup
22,Brooklyn,Bensonhurst West,Boro Zone,40.6026115,-73.9930818,"(40.6026115, -73.9930818)",40.6,-74.0,dr5qup
23,Staten Island,Bloomfield/Emerson Hill,Boro Zone,40.6085851,-74.0945642,"(40.6085851, -74.0945642)",40.61,-74.1,dr5r1b
24,Manhattan,Bloomingdale,Yellow Zone,40.7991667,-73.9658333,"(40.7991667, -73.9658333)",40.8,-74.0,dr72hg
25,Brooklyn,Boerum Hill,Boro Zone,40.68562615,-73.9841706580728,"(40.68562615, -73.9841706580728)",40.69,-74.0,dr5rkq
26,Brooklyn,Borough Park,Boro Zone,40.633993,-73.9968059,"(40.633993, -73.9968059)",40.64,-74.0,dr5rhj
27,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,40.56185975,-73.89567830072859,"(40.56185975, -73.8956783007286)",40.56,-73.9,dr5qy2
28,Queens,Briarwood/Jamaica Hills,Boro Zone,40.7128,-73.7993,"(40.7128, -73.7993)",40.71,-73.8,dr5x8e
29,Brooklyn,Brighton Beach,Boro Zone,40.577883,-73.95958259999999,"(40.577883, -73.9595826)",40.58,-74.0,dr5qv4
30,Queens,Broad Channel,Boro Zone,40.606400799999996,-73.8190187972814,"(40.6064008, -73.8190187972814)",40.61,-73.8,dr5x00
31,Bronx,Bronx Park,Boro Zone,40.85862575,-73.87592614472571,"(40.85862575, -73.8759261447257)",40.86,-73.9,dr72qy
32,Bronx,Bronxdale,Boro Zone,40.8506558,-73.86652409999999,"(40.8506558, -73.8665241)",40.85,-73.9,dr72rh
33,Brooklyn,Brooklyn Heights,Boro Zone,40.69608485,-73.99502783912651,"(40.69608485, -73.9950278391265)",40.7,-74.0,dr5rs0
34,Brooklyn,Brooklyn Navy Yard,Boro Zone,40.70341085,-73.9699679965206,"(40.70341085, -73.9699679965206)",40.7,-74.0,dr5rsc
35,Brooklyn,Brownsville,Boro Zone,40.6672357,-73.9067979,"(40.6672357, -73.9067979)",40.67,-73.9,dr5rq5
36,Brooklyn,Bushwick North,Boro Zone,40.6942696,-73.91874820000001,"(40.6942696, -73.9187482)",40.7,-73.9,dr5rtb
37,Brooklyn,Bushwick South,Boro Zone,40.6942696,-73.91874820000001,"(40.6942696, -73.9187482)",40.7,-73.9,dr5rtb
38,Queens,Cambria Heights,Boro Zone,40.6945474,-73.73846529999999,"(40.6945474, -73.7384653)",40.7,-73.7,dr5xd0
39,Brooklyn,Canarsie,Boro Zone,40.643715,-73.9006921,"(40.643715, -73.9006921)",40.64,-73.9,dr5rnq
40,Brooklyn,Carroll Gardens,Boro Zone,40.6784201,-73.9948021,"(40.6784201, -73.9948021)",40.68,-74.0,dr5rkj
41,Manhattan,Central Harlem,Boro Zone,40.8078786,-73.94541540000002,"(40.8078786, -73.9454154)",40.81,-73.9,dr72jk
42,Manhattan,Central Harlem North,Boro Zone,40.8078786,-73.94541540000002,"(40.8078786, -73.9454154)",40.81,-73.9,dr72jk
43,Manhattan,Central Park,Yellow Zone,40.78384615,-73.964570666545,"(40.78384615, -73.964570666545)",40.78,-74.0,dr72hb
44,Staten Island,Charleston/Tottenville,Boro Zone,40.5112167,-74.2493117,"(40.5112167, -74.2493117)",40.51,-74.3,dr5nqq
45,Manhattan,Chinatown,Yellow Zone,40.716491299999994,-73.99625040000001,"(40.7164913, -73.9962504)",40.72,-74.0,dr5rsh
46,Bronx,City Island,Boro Zone,40.847456,-73.7864663715554,"(40.847456, -73.7864663715554)",40.85,-73.8,dr782u
47,Bronx,Claremont/Bathgate,Boro Zone,40.841287,-73.900155,"(40.841287, -73.900155)",40.84,-73.9,dr72q6
48,Manhattan,Clinton East,Yellow Zone,40.757323799999995,-73.995417,"(40.7573238, -73.995417)",40.76,-74.0,dr5ru5
49,Brooklyn,Clinton Hill,Boro Zone,40.6897222,-73.9652778,"(40.6897222, -73.9652778)",40.69,-74.0,dr5rkz
50,Manhattan,Clinton West,Yellow Zone,40.757323799999995,-73.995417,"(40.7573238, -73.995417)",40.76,-74.0,dr5ru5
51,Bronx,Co-Op City,Boro Zone,40.8738889,-73.8294444,"(40.8738889, -73.8294444)",40.87,-73.8,dr72xb
52,Brooklyn,Cobble Hill,Boro Zone,40.6875,-73.9980556,"(40.6875, -73.9980556)",40.69,-74.0,dr5rkn
53,Queens,College Point,Boro Zone,40.7876014,-73.8459682,"(40.7876014, -73.8459682)",40.79,-73.8,dr72p9
54,Brooklyn,Columbia Street,Boro Zone,40.682377,-74.003979,"(40.682377, -74.003979)",40.69,-74.0,dr5r7y
55,Brooklyn,Coney Island,Boro Zone,40.575789,-73.98514499999999,"(40.575789, -73.985145)",40.58,-74.0,dr5qu6
56,Queens,Corona,Boro Zone,40.7469593,-73.8601456,"(40.7469593, -73.8601456)",40.75,-73.9,dr5rz3
57,Queens,Corona,Boro Zone,40.7469593,-73.8601456,"(40.7469593, -73.8601456)",40.75,-73.9,dr5rz3
58,Bronx,Country Club,Boro Zone,40.8391667,-73.8197222,"(40.8391667, -73.8197222)",40.84,-73.8,dr7824
59,Bronx,Crotona Park,Boro Zone,40.838901899999996,-73.8938645115504,"(40.8389019, -73.8938645115504)",40.84,-73.9,dr72qd
60,Bronx,Crotona Park East,Boro Zone,40.8366014,-73.8929618,"(40.8366014, -73.8929618)",40.84,-73.9,dr72qd
61,Brooklyn,Crown Heights North,Boro Zone,40.667471,-73.9435662,"(40.667471, -73.9435662)",40.67,-73.9,dr5rm7
62,Brooklyn,Crown Heights South,Boro Zone,40.667471,-73.9435662,"(40.667471, -73.9435662)",40.67,-73.9,dr5rm7
63,Brooklyn,Cypress Hills,Boro Zone,40.6770477,-73.8912474,"(40.6770477, -73.8912474)",40.68,-73.9,dr5rqt
64,Queens,Douglaston,Boro Zone,40.768713,-73.7470765,"(40.768713, -73.7470765)",40.77,-73.7,dr5xcv
65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,40.69405415,-73.9857098,"(40.69405415, -73.9857098)",40.7,-74.0,dr5rs2
66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone,40.7037,-73.9823,"(40.7037, -73.9823)",40.7,-74.0,dr5rs3
